Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OQ557052,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-21
OQ557053,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-21
OQ557054,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-21
OQ557055,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ifon,Nigeria,,Mastomys natalensis,blood,2015-10-22
OQ557056,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ifon,Nigeria,,Mastomys natalensis,blood,2015-10-22
OQ557057,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ifon,Nigeria,,Mastomys natalensis,blood,2015-10-22
OQ557058,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ifon,Nigeria,,Mastomys natalensis,blood,2015-10-23
OQ557059,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2016-04-14
OQ557060,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2016-04-14
OQ557061,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2016-04-14
OQ557062,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2016-04-15
OQ557063,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2016-04-15
OQ557064,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2016-04-16
OQ557065,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2016-04-16
OQ557066,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2016-04-16
OQ557067,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-15
OQ557068,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-16
OQ557069,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,765,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-17
OQ557070,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557071,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557072,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557073,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557074,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557075,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557076,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-18
OQ557077,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-19
OQ557078,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-19
OQ557079,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,768,GenBank,partial,,1,Nigeria: Owo,Nigeria,,Mastomys natalensis,blood,2019-05-19
OP191655,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-14T00:00:00Z,,Mecsek Mountains virus,Mammarenavirus,7393,GenBank,complete,L,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OP191656,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-14T00:00:00Z,,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,complete,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OP899820,Mammarenavirus sp.,"Zhu,C.","Nanjing Bioengineering (Gene) Technology Center for Medicines, Department of Epidemiology",China,2023-06-10T00:00:00Z,CWC2,Mammarenavirus sp.,Mammarenavirus,6663,GenBank,partial,,,China,China,,Erinaceus amurensis,,2017-11
OP899821,Mammarenavirus sp.,"Zhu,C., Tan,W.","Nanjing Bioengineering (Gene) Technology Center for Medicines, Prevention and Control of Infectious Diseases",China,2023-06-10T00:00:00Z,CWC2,Mammarenavirus sp.,Mammarenavirus,3395,GenBank,complete,S,,China,China,,Erinaceus amurensis,,2017-11
OP899822,Mammarenavirus wenzhouense,"Zhu,C., Tan,W.","Nanjing Bioengineering (Gene) Technology Center for Medicines, Prevention and Control of Infectious Diseases",China,2023-06-10T00:00:00Z,XIAMEN-10,Mammarenavirus wenzhouense,Mammarenavirus,3344,GenBank,partial,S,,China,China,,Erinaceus amurensis,,2020-10
OP899823,Mammarenavirus wenzhouense,"Zhu,C., Tan,W.","Nanjing Bioengineering (Gene) Technology Center for Medicines, Prevention and Control of Infectious Diseases",China,2023-06-10T00:00:00Z,XIAMEN-10,Mammarenavirus wenzhouense,Mammarenavirus,7124,GenBank,partial,L,,China,China,,Rattus norvegicus,,2020-10
MN443982,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7102,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443983,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7084,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443984,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7053,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443985,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7106,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443986,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7084,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443987,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7108,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443988,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7056,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443989,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7081,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443990,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7100,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443991,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7045,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443992,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7043,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2012
MN443993,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7084,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443994,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7103,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443995,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7084,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
MN443996,BaTang virus,"Luo,X.L., Lu,S., Qin,C., Shi,M., Lu,X.B., Wang,L., Ga,S., Jin,D., Ma,X.L., Yang,J., Dai,Y., Bao,L.L., Cheng,Y.P., Ge,Y.J., Bai,Y.B., Zhu,W.T., Pu,J., Sun,H., Huang,Y.Y., Xu,M.C., Lei,W.J., Dong,K., Yang,C.X., Jiao,Y.F., Lv,Q., Li,F.D., Xu,J., Luo,X.","National institute for communicable disease control and prevention, Chinese center for Disease Control and Prevention",China,2023-05-01T00:00:00Z,,BaTang virus,Mammarenavirus,7106,GenBank,partial,L,1,China,China,,Ochotona curzoniae,,2015
