pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
3362,2392,13,Apodemus,Apodemus agrarius,Shandong,China,state,NA,NA,species,Arenaviridae,RtMc-AreV/YN2014,PCR,127,127,NA,NA,NA
3363,2412,13,Tscherskia,Tscherskia triton,Shandong,China,state,NA,NA,species,Arenaviridae,RtMc-AreV/YN2014,PCR,7,7,NA,NA,NA
3364,2413,13,Cricetulus,Cricetulus barabensis,Shandong,China,state,NA,NA,species,Arenaviridae,RtMc-AreV/YN2014,PCR,4,4,NA,NA,NA
3365,1331,13,Rattus,Rattus norvegicus,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,48,48,NA,NA,NA
3366,1332,13,Rattus,Rattus tanezumi,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,96,93,3,NA,NA
3367,1333,13,Rattus,Rattus andamanensis,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,26,26,NA,NA,NA
3368,1336,13,Mus,Mus caroli,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,29,29,NA,NA,NA
3369,1337,13,Mus,Mus pahari,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,18,18,NA,NA,NA
3370,1343,13,Niviventer,Niviventer eha,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,20,20,NA,NA,NA
3371,1344,13,Apodemus,Apodemus syhaticus,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,38,38,NA,NA,NA
3372,1358,13,Eothenomys,Eothenomys custos,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,29,29,NA,NA,NA
3373,1383,13,Crocidura,Crocidura dracula,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,45,45,NA,NA,NA
3374,1405,13,Meriones,Meriones meridianus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,80,80,NA,NA,NA
3375,1406,13,Meriones,Meriones unguiculatus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,35,35,NA,NA,NA
3376,1420,13,Allocricetulus,Allocricetulus curtatus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,6,6,NA,NA,NA
3377,1423,13,Cricetulus,Cricetulus barabensis,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,15,15,NA,NA,NA
3378,1428,13,Citellus,Citellus erthrogenys,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3379,1430,13,Dipus,Dipus sagitta,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,26,26,NA,NA,NA
3380,1431,13,Euchoreutes,Euchoreutes naso,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3381,1432,13,Allactaga,Allactaga sibirica,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,28,28,NA,NA,NA
3382,1448,13,Mus,Mus musculus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3383,1456,13,Apodemus,Apodemus peninsulae,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,1,1,NA,NA,NA
3384,1466,13,Myodes,Myodes rufocanus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,1,1,NA,NA,NA
3385,1477,13,Tscherskia,Tscherskia triton,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3386,1478,13,Cricetulus,Cricetulus barabensis,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,60,60,NA,NA,NA
3387,1482,13,Spermophilus,Spermophilus dauricus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,23,23,NA,NA,NA
3388,1487,13,Allactaga,Allactaga sibirica,Hebei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,1,1,NA,NA,NA
3389,1504,13,Niviventer,Niviventer excelsior,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,42,42,NA,NA,NA
3390,1510,13,Apodemus,Apodemus latronum,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,13,13,NA,NA,NA
3391,1523,13,Eothenomys,Eothenomys custos,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3392,1566,13,Apodemus,Apodemus peninsulae,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,22,22,NA,NA,NA
3393,1567,13,Apodemus,Apodemus agrarius,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3394,1575,13,Myodes,Myodes rutilus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,14,14,NA,NA,NA
3395,1576,13,Myodes,Myodes rufocanus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,48,48,NA,NA,NA
3396,1587,13,Tscherskia,Tscherskia triton,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,22,22,NA,NA,NA
3397,1594,13,Tamias,Tamias sibiricus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3398,1609,13,Rattus,Rattus nitidus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3399,1616,13,Niviventer,Niviventer confucianus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,30,30,NA,NA,NA
3400,1618,13,Niviventer,Niviventer eha,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,33,33,NA,NA,NA
3401,1621,13,Apodemus,Apodemus peninsulae,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,21,21,NA,NA,NA
3402,1636,13,Phaiomys,Phaiomys leucurus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,15,15,NA,NA,NA
3403,1637,13,Microtus,Microtus clarkei,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,17,17,NA,NA,NA
3404,1644,13,Cricetulus,Cricetulus kamensis,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3405,1645,13,Cricetulus,Cricetulus longicaudatus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,11,11,NA,NA,NA
3406,1657,13,Ochotona,Ochotona curzoniae,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,30,30,NA,NA,NA
3407,1659,13,Sorex,Sorex araneus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,50,50,NA,NA,NA
3408,1668,13,Mus,Mus musculus,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3409,1671,13,Niviventer,Niviventer confucianus,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,27,27,NA,NA,NA
3410,1676,13,Apodemus,Apodemus peninsulae,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,13,13,NA,NA,NA
3411,1677,13,Apodemus,Apodemus agrarius,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,93,93,NA,NA,NA
3412,1678,13,Apodemus,Apodemus draco,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3413,1690,13,Eothenomys,Eothenomys inez,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,23,23,NA,NA,NA
3414,1697,13,Tscherskia,Tscherskia triton,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3415,1698,13,Cricetulus,Cricetulus barabensis,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,13,13,NA,NA,NA
3416,1700,13,Cricetulus,Cricetulus longicaudatus,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3417,1714,13,Sorex,Sorex araneus,Shanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,11,11,NA,NA,NA
3418,1718,13,Rattus,Rattus andamanensis,Hubei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,11,11,NA,NA,NA
3419,1725,13,Niviventer,Niviventer coninga,Hubei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,51,51,NA,NA,NA
3420,1731,13,Apodemus,Apodemus peninsulae,Hubei,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3421,1771,13,Rattus,Rattus norvegicus,Hainan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3422,1772,13,Rattus,Rattus tanezumi,Hainan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3423,1773,13,Rattus,Rattus andamanensis,Hainan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,40,40,NA,NA,NA
3424,1775,13,Rattus,Rattus losea,Hainan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,33,33,NA,NA,NA
3425,1782,13,Niviventer,Niviventer fulvescens,Hainan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,67,67,NA,NA,NA
3426,1826,13,Rattus,Rattus norvegicus,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3427,1827,13,Rattus,Rattus tanezumi,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3428,1829,13,Rattus,Rattus nitidus,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,10,10,NA,NA,NA
3429,1830,13,Rattus,Rattus losea,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3430,1833,13,Mus,Mus musculus,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,11,11,NA,NA,NA
3431,1836,13,Niviventer,Niviventer confucianus,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,19,19,NA,NA,NA
3432,1842,13,Apodemus,Apodemus agrarius,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,96,96,NA,NA,NA
3433,1854,13,Eothenomys,Eothenomys melanogaster,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3434,1858,13,Microtus,Microtus fortis,Hunan,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,7,7,NA,NA,NA
3435,1881,13,Rattus,Rattus norvegicus,Guangdong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,17,17,NA,NA,NA
3436,1885,13,Rattus,Rattus losea,Guangdong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,28,28,NA,NA,NA
3437,1888,13,Mus,Mus musculus,Guangdong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,23,23,NA,NA,NA
3438,1943,13,Mus,Mus musculus,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,1,1,NA,NA,NA
3439,1946,13,Niviventer,Niviventer confucianus,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3440,1951,13,Apodemus,Apodemus peninsulae,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,19,19,NA,NA,NA
3441,1952,13,Apodemus,Apodemus agrarius,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,27,27,NA,NA,NA
3442,1962,13,Caryomys,Caryomys eva,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,22,22,NA,NA,NA
3443,1968,13,Microtus,Microtus fortis,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3444,1975,13,Cricetulus,Cricetulus longicaudatus,Ningxia,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,6,6,NA,NA,NA
3445,1995,13,Rattus,Rattus losea,Fujian,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,57,57,NA,NA,NA
3446,2002,13,Niviventer,Niviventer fulvescens,Fujian,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,29,29,NA,NA,NA
3447,2014,13,Bandicota,Bandicota indica,Fujian,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,36,36,NA,NA,NA
3448,2023,13,Microtus,Microtus fortis,Fujian,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,19,19,NA,NA,NA
3449,2056,13,Niviventer,Niviventer confucianus,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,50,50,NA,NA,NA
3450,2061,13,Apodemus,Apodemus peninsulae,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,16,16,NA,NA,NA
3451,2063,13,Apodemus,Apodemus draco,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,47,47,NA,NA,NA
3452,2064,13,Apodemus,Apodemus chevrieri,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,49,49,NA,NA,NA
3453,2074,13,Eothenomys,Eothenomys melanogaster,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,10,10,NA,NA,NA
3454,2081,13,Cansumys,Cansumys canus,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,4,4,NA,NA,NA
3455,2094,13,Chinchilla,Chinchilla lanigera,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,10,10,NA,NA,NA
3456,2099,13,Sorex,Sorex araneus,Shaanxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,36,36,NA,NA,NA
3457,2125,13,Myodes,Myodes rutilus,Heilongjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,21,21,NA,NA,NA
3458,2126,13,Myodes,Myodes rufocanus,Heilongjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,23,23,NA,NA,NA
3459,2144,13,Tamias,Tamias sibiricus,Heilongjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,10,10,NA,NA,NA
3460,2151,13,Ochotona,Ochotona hyperborea,Heilongjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,49,49,NA,NA,NA
3461,2163,13,Mus,Mus musculus,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3462,2169,13,Apodemus,Apodemus syhaticus,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,27,27,NA,NA,NA
3463,2172,13,Apodemus,Apodemus agrarius,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,8,8,NA,NA,NA
3464,2175,13,Meriones,Meriones meridianus,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,12,12,NA,NA,NA
3465,2177,13,Meriones,Meriones libycus,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,13,13,NA,NA,NA
3466,2178,13,Rhombomys,Rhombomys opimus,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,16,16,NA,NA,NA
3467,2189,13,Microtus,Microtus gregalis,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,44,44,NA,NA,NA
3468,2196,13,Cricetulus,Cricetulus migratorius,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,15,15,NA,NA,NA
3469,2200,13,Dipus,Dipus sagitta,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,6,6,NA,NA,NA
3470,2202,13,Allactaga,Allactaga sibirica,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3471,2203,13,Sicista,Sicista concolor,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,2,2,NA,NA,NA
3472,2205,13,Dryomys,Dryomys nitedula,Xinjiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,22,22,NA,NA,NA
3473,2214,13,Rattus,Rattus nitidus,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,16,16,NA,NA,NA
3474,2217,13,Mus,Mus pahari,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,7,7,NA,NA,NA
3475,2218,13,Mus,Mus musculus,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3476,2221,13,Niviventer,Niviventer confucianus,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3477,2227,13,Apodemus,Apodemus agrarius,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,14,14,NA,NA,NA
3478,2229,13,Apodemus,Apodemus chevrieri,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,40,40,NA,NA,NA
3479,2239,13,Eothenomys,Eothenomys melanogaster,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,39,39,NA,NA,NA
3480,2259,13,Chinchilla,Chinchilla lanigera,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,40,40,NA,NA,NA
3481,2265,13,Suncus,Suncus murinus,Guizhou,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,64,64,NA,NA,NA
3482,2266,13,Rattus,Rattus norvegicus,Guangxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,41,41,NA,NA,NA
3483,2267,13,Rattus,Rattus tanezumi,Guangxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,4,4,NA,NA,NA
3484,2272,13,Mus,Mus pahari,Guangxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,7,7,NA,NA,NA
3485,2278,13,Niviventer,Niviventer eha,Guangxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3486,2318,13,Crocidura,Crocidura dracula,Guangxi,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,11,11,NA,NA,NA
3487,2321,13,Rattus,Rattus norvegicus,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,48,48,NA,NA,NA
3488,2322,13,Rattus,Rattus tanezumi,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,21,21,NA,NA,NA
3489,2325,13,Rattus,Rattus losea,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,7,7,NA,NA,NA
3490,2328,13,Mus,Mus musculus,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,3,3,NA,NA,NA
3491,2330,13,Niviventer,Niviventer coninga,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,1,1,NA,NA,NA
3492,2331,13,Niviventer,Niviventer confucianus,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,9,9,NA,NA,NA
3493,2337,13,Apodemus,Apodemus agrarius,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,10,10,NA,NA,NA
3494,2375,13,Suncus,Suncus murinus,Zhejiang,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,71,71,NA,NA,NA
3495,2383,13,Mus,Mus musculus,Shandong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,5,5,NA,NA,NA
3496,2392,13,Apodemus,Apodemus agrarius,Shandong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,127,127,NA,NA,NA
3497,2412,13,Tscherskia,Tscherskia triton,Shandong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,7,7,NA,NA,NA
3498,2413,13,Cricetulus,Cricetulus barabensis,Shandong,China,state,NA,NA,species,Arenaviridae,RtRf-AreV/YN2014,PCR,4,4,NA,NA,NA
3499,1331,13,Rattus,Rattus norvegicus,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,48,43,5,NA,NA
3500,1332,13,Rattus,Rattus tanezumi,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,96,96,NA,NA,NA
3501,1333,13,Rattus,Rattus andamanensis,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,26,26,NA,NA,NA
3502,1336,13,Mus,Mus caroli,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,29,29,NA,NA,NA
3503,1337,13,Mus,Mus pahari,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,18,18,NA,NA,NA
3504,1343,13,Niviventer,Niviventer eha,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,20,20,NA,NA,NA
3505,1344,13,Apodemus,Apodemus syhaticus,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,38,38,NA,NA,NA
3506,1358,13,Eothenomys,Eothenomys custos,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,29,29,NA,NA,NA
3507,1383,13,Crocidura,Crocidura dracula,Yunnan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,45,45,NA,NA,NA
3508,1405,13,Meriones,Meriones meridianus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,80,80,NA,NA,NA
3509,1406,13,Meriones,Meriones unguiculatus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,35,35,NA,NA,NA
3510,1420,13,Allocricetulus,Allocricetulus curtatus,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,6,6,NA,NA,NA
3511,1423,13,Cricetulus,Cricetulus barabensis,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,15,15,NA,NA,NA
3512,1428,13,Citellus,Citellus erthrogenys,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,12,12,NA,NA,NA
3513,1430,13,Dipus,Dipus sagitta,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,26,26,NA,NA,NA
3514,1431,13,Euchoreutes,Euchoreutes naso,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,5,5,NA,NA,NA
3515,1432,13,Allactaga,Allactaga sibirica,Inner Mongolia,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,28,28,NA,NA,NA
3516,1448,13,Mus,Mus musculus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,12,12,NA,NA,NA
3517,1456,13,Apodemus,Apodemus peninsulae,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,1,1,NA,NA,NA
3518,1466,13,Myodes,Myodes rufocanus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,1,1,NA,NA,NA
3519,1477,13,Tscherskia,Tscherskia triton,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,12,12,NA,NA,NA
3520,1478,13,Cricetulus,Cricetulus barabensis,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,60,60,NA,NA,NA
3521,1482,13,Spermophilus,Spermophilus dauricus,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,23,23,NA,NA,NA
3522,1487,13,Allactaga,Allactaga sibirica,Hebei,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,1,1,NA,NA,NA
3523,1504,13,Niviventer,Niviventer excelsior,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,42,42,NA,NA,NA
3524,1510,13,Apodemus,Apodemus latronum,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,13,13,NA,NA,NA
3525,1523,13,Eothenomys,Eothenomys custos,Sichuan,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,3,3,NA,NA,NA
3526,1566,13,Apodemus,Apodemus peninsulae,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,22,22,NA,NA,NA
3527,1567,13,Apodemus,Apodemus agrarius,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,2,2,NA,NA,NA
3528,1575,13,Myodes,Myodes rutilus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,14,14,NA,NA,NA
3529,1576,13,Myodes,Myodes rufocanus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,48,48,NA,NA,NA
3530,1587,13,Tscherskia,Tscherskia triton,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,22,22,NA,NA,NA
3531,1594,13,Tamias,Tamias sibiricus,Jilin,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,2,2,NA,NA,NA
3532,1609,13,Rattus,Rattus nitidus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,12,12,NA,NA,NA
3533,1616,13,Niviventer,Niviventer confucianus,Tibet,China,state,NA,NA,species,Arenaviridae,RtRn-AreV/YN2014,PCR,30,30,NA,NA,NA
